MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU462016150144,목포소방서,연산119안전센터,양을명가아구찜,일반음식점,20220819165211,20220819,165211,2022,08,19,,20151105,20160109,20190926,전라남도 목포시 연산동 ,연산로,,석고보드. 타일. 유리,350.0,무늬목합판,103.0,0/2,,양식(옥),철근콘크리트조,,Y
MU412015725372,부천소방서,중앙119안전센터,보스노래연습장,노래연습장업,20220630171300,20220630,171300,2022,06,30,근린생활시설,,20050506,20220629,경기도 부천시 원미구 춘의동 ,길주로391번길,,,117.0,MDF,,1/4,서정자건물(신OB타운건물)(구만맥호프건물) - 서정자건물(신OB타운건물)(구만맥호프건물)동,양식(옥),철근콘크리트조,,Y
MU262015211653,동래소방서,온천119안전센터,맥주포차,일반음식점,20221020170446,20221020,170446,2022,10,20,,20150908,20151005,,부산광역시 동래구 온천동 ,금강공원로,,석고보드.타일.콘크리트,634.0,,,2/6,,양식(옥),철근콘크리트조,,Y
MU412016746913,의왕소방서,백운119안전센터,S 노래연습장,노래연습장업,20221212111338,20221212,111338,2022,12,12,,20160803,20160805,20191001,경기도 의왕시 포일동 ,봇들로,,ALC블럭. 콘크리트. 석고보드. 유리. 타일,517.0,방염소파 등,36.0,7/2,,양식(옥),철근콘크리트조,,Y
MU442016168393,보령소방서,명천119안전센터,황제안마시술소,안마시술소,20220314205844,20220314,205844,2022,03,14,근린생활시설,20160105,20160112,20170512,충청남도 보령시 동대동 ,목장2길,,콘크리트. 석고보드,1939.0,MDF(방염필름),20.0,3,,양식(옥),철근콘크리트조,,Y
MU412016753946,포천소방서,소흘119안전센터,황궁안마시술소,안마시술소,20221220133004,20221220,133004,2022,12,20,근린생활시설,20161108,20161111,20221220,경기도 포천시 소흘읍 송우리,솔모루로,,조적. 유리. 방화석고. 석고. 타일,1188.0,합판(방염필름),91.0,1/6,대승빌딩 - 대승빌딩동,양식(옥),철근콘크리트조,,Y
MU412016751098,수원소방서,원천119안전센터,두끼 동탄2신도시점,일반음식점,20221221082357,20221221,082357,2022,12,21,,20151203,20151215,20221220,경기도 화성시 청계동 ,동탄대로시범길,,석고보드. 유리,216.0,합판,79.0,2/5,,양식(옥),철근콘크리트조,,Y
MU412015726849,평택소방서,비전119안전센터,최네집(평택소사벌점),일반음식점,20220209153947,20220209,153947,2022,02,09,,20150911,20151106,,경기도 평택시 비전동 ,비전2길,,유리. 타일,442.0,합판+도료[76.2㎡]. 필름[1.5㎡],,0/6,,양식(옥),철근콘크리트조,,Y
MU472009106768,경주소방서,황오119안전센터,뉴백야노래궁,유흥주점,20220128143647,20220128,143647,2022,01,28,복합건축물,,20011217,20160122,경상북도 경주시 성동동 ,원화로,성동새마을금고,,,MDF(방염도료) 제 황오2001-17호(2001.12.7.),,2/6,성동새마을금고 - 성동새마을금고동,양식(옥),철근콘크리트조,,Y
MU412009135015,안양소방서,석수119안전센터,관악마운틴,일반음식점,20220727085702,20220727,085702,2022,07,27,근린생활시설,20090410,20090410,,경기도 안양시 만안구 석수동 ,경수대로1273번길,,석고.유리.콘크리트,310.0,방염도료,313.0,2,이송희건물 - 이송희건물동,양식(옥),철골철근콘크리트조,,Y
MU472015211123,경주소방서,황오119안전센터,벤자마스카페브런치,휴게음식점,20221111162725,20221111,162725,2022,11,11,,20151216,20151224,20221017,경상북도 경주시 동천동 ,알천북로,,석고.타일.유리.벽돌,1219.0, 합판(방염도료),88.0,0/2,,양식(옥),철근콘크리트조,,Y
MU292015155994,서부소방서,상무119안전센터,하이커피 상무지구점(3팀),휴게음식점,20220412140539,20220412,140539,2022,04,12,근린생활시설,20150529,20150709,20200424,광주광역시 서구 치평동 ,상무시민로,,콘크리트. 방화석고보드. 유리 등,564.0,방염필름,87.0,지상6/0,종산타워(손효순건물)(3팀) - 동산타워(손효순건물)동,양식(옥),철근콘크리트조,,Y
MU482009112269,성산소방서,신월119안전센터,뉴피렌체노래주점,유흥주점,20220718104837,20220718,104837,2022,07,18,복합건축물,,20030227,,경상남도 창원시 성산구 상남동 ,마디미동로,케이프타운,,,,,2/12,케이프타운 - 케이프타운동,양식(옥),철근콘크리트조,,Y
MU442010100872,태안소방서,안면119안전센터,일억조횟집,일반음식점,20220728164028,20220728,164028,2022,07,28,근린생활시설,,20100101,,충청남도 태안군 고남면 ,안면대로,,,,,,지상,안면도회관 - 1동동,양식(옥),철근콘크리트조,,Y
MU462015144242,순천소방서,연향119안전센터,욜로PC방순천연향점,인터넷컴퓨터게임시설제공업(PC방),20220604135244,20220604,135244,2022,06,04,근린생활시설,20150514,20150617,,전라남도 순천시 연향동 ,연향중앙상가길,연향2단지 현대아파트,석고.타일.콘크리트,508.0,해당없음,,1/2,,양식(옥),철근콘크리트조,,Y
MU502015123521,제주소방서,항만센터,남양,일반음식점,20221202091548,20221202,091548,2022,12,02,,20151008,20151102,20221129,제주특별자치도 제주시 건입동 ,임항로,,시멘트몰탈. 유리. 방화석고보드. 타일,546.0,방염필름(벽체장식),91.0,지상3,,양식(옥),철근콘크리트조,,Y
MU442015166954,서산소방서,해미119안전센터,나랑가보자,일반음식점,20220117150343,20220117,150343,2022,01,17,근린생활시설,20151028,20151111,20190830,충청남도 서산시 해미면 읍내리,읍성마을4길,,철근콘크리트. 방화석고보드,261.0,,,지상2층,,양식(옥),철골철근콘크리트조,,Y
MU452015130125,군산소방서,비응119안전센터,쿵쿵따7890라이브,단란주점,20221105093837,20221105,093837,2022,11,05,,20150915,20151111,20221104,전라북도 군산시 오식도동 ,가도로,,콘크리트. 유리. 석고,344.0,합판(필름),15.0,2,,양식(옥),철근콘크리트조,,Y
MU422015151186,동해소방서,천곡119안전센터,유가네닭갈비동해점,일반음식점,20220623180608,20220623,180608,2022,06,23,,20151216,20151223,20220615,강원도 동해시 천곡동 ,중앙로,,석고보드.유리.콘크리트.타일.방화석고보드,640.0,합판(도료),63.0,1/6,,양식(옥),철근콘크리트조,,Y
MU412015727136,안산소방서,사동119안전센터,라이브S빠,단란주점,20221112224557,20221112,224557,2022,11,12,,20151102,20151111,20221025,경기도 안산시 단원구 고잔동 ,광덕대로,월드타운,콘크리트.석고.타일.철판등,279.0,"2015.11.04.
(①도료:22.63㎡.②필름:47.94㎡)",70.0,1/5,,양식(옥),철근콘크리트조,,Y
MU412016754247,평택소방서,비전119안전센터,일품생고기두루치기,일반음식점,20220223192031,20220223,192031,2022,02,23,,20160927,20161115,20220215,경기도 평택시 동삭동 ,평남로,,방화석고.조적.유리.타일,502.0,,,2/5,,양식(옥),철근콘크리트조,,Y
MU412016754251,평택소방서,비전119안전센터,박결대패(본점),일반음식점,20221006092549,20221006,092549,2022,10,06,,20161006,20161115,20220607,경기도 평택시 동삭동 ,서재3길,,철근콘크리트.방화석고보드.타일.텍스,395.0,,,0/4,,양식(옥),철근콘크리트조,,Y
MU462016151384,목포소방서,하당119안전센터,형아7080라이브,단란주점,20220905214336,20220905,214336,2022,09,05,,20160309,20160317,,전라남도 목포시 상동 ,옥암로,,석고보드.콘크리트,641.0,방염쇼파(44석). 방염필름(11.02),11.0,0/1,,양식(옥),철근콘크리트조,,Y
MU442013122722,천안서북소방서,쌍용119안전센터,은하수노래연습장,노래연습장업,20220706102029,20220706,102029,2022,07,06,근린생활시설,,20000321,,충청남도 천안시 서북구 쌍용동 ,미라3길,유량생태,,,,,1/2,"이재한건물(소라노래방)
 - 1동동",조립식,샌드위치패널조,,Y
MU412016736323,광주소방서,오포119안전센터,고고짱노래연습장,노래연습장업,20220907172043,20220907,172043,2022,09,07,,20160304,20160406,20220906,경기도 광주시 오포읍 매산리,회안대로,,유리. 타일. 석고보드,447.0,,,지하1/지상3,,양식(옥),철근콘크리트조,,Y
MU262015211323,남부소방서,대연119안전센터,설빙(경성대점),일반음식점,20220411175438,20220411,175438,2022,04,11,,20030723,20030724,20191210,부산광역시 남구 대연동 ,용소로13번길,,,,,,1/9,,양식(옥),철근콘크리트조,,Y
MU452016131503,전주완산소방서,노송119안전센터,일차돌 객사점,일반음식점,20220406100700,20220406,100700,2022,04,06,,20160111,20160118,20220323,전라북도 전주시 완산구 고사동 ,전주객사3길,,콘크리트.석고보드.유리,322.0,합판 ,91.0,2,,양식(옥),철근콘크리트조,,Y
MU302016192790,대덕소방서,덕암119안전센터,시크릿,일반음식점,20220106093333,20220106,093333,2022,01,06,근린생활시설,20151214,20160106,20211227,대전광역시 대덕구 신탄진동 ,신탄진동로7번길,,콘크리트. 방화석고. 타일. 유리. 석고,515.0,MDF(방염필름)-선처리품,82.0,지하1/지상3,,양식(옥),철근콘크리트조,,Y
MU412015722604,부천소방서,중앙119안전센터,행복한밥상,일반음식점,20221112163935,20221112,163935,2022,11,12,공장,,20060109,20220906,경기도 부천시 원미구 춘의동 ,부천로198번길,,석고. 유리등,144.0,MDF,48.0,2/15,"춘의테크노파크건물(1차) - 춘의테크노파크
101동동",양식(옥),철근콘크리트조,,Y
MU282016208793,서부소방서,연희119안전센터,짱,유흥주점,20221017180634,20221017,180634,2022,10,17,복합건축물,20160811,20160824,20221017,인천광역시 서구 심곡동 ,서곶로315번길,,타일. 석고. 유리,475.0,,,1/4,백야노래클럽 - 백야노래클럽동,양식(옥),철근콘크리트조,,Y
MU412016732336,안양소방서,부림119안전센터,에코라이브,유흥주점,20221212194547,20221212,194547,2022,12,12,,20160111,20160118,,경기도 안양시 동안구 관양동 ,관평로182번길,,내화구조.방화석고보드 및 유리,197.0,,,3/5,,양식(옥),철근콘크리트조,,Y
MU262016217761,부산진소방서,부전119안전센터,골드바,단란주점,20221228170432,20221228,170432,2022,12,28,근린생활시설,20160927,20160930,,부산광역시 부산진구 부전동 ,서면로,,석고보드. 타일. 유리,417.0,합판. MDF(도료),44.0,지하0층/지상9층,,양식(옥),철근콘크리트조,,Y
MU482016253189,진주소방서,중앙119안전센터,백악관나이트클럽,유흥주점,20220726202342,20220726,202342,2022,07,26,복합건축물,20151218,20160104,20220610,경상남도 진주시 대안동 ,진주대로,Mallage 1030,콘크리트. 타일. 석고보드 등,4086.0,선처리방염필름,51.0,지하4/지상10,*인디고타워(진주메가박스) - 메가박스동,양식(옥),철근콘크리트조,,Y
MU422016151633,정선소방서,사북119안전센터,카카오,유흥주점,20220307105618,20220307,105618,2022,03,07,위락시설,20151014,20160204,20220223,강원도 정선군 사북읍 사북리,사북3길,,콘트리트. 석고보드. 우리. 타일. 벽돌,525.0,,,지상8/2,문빌딩(구.전예문빌딩) - 1동,양식(옥),철근콘크리트조,,Y
MU262016213216,해운대소방서,우동119안전센터,월광노래방,유흥주점,20220716164402,20220716,164402,2022,07,16,,20160104,20160108,,부산광역시 해운대구 우동 ,구남로18번길,,석고. 타일,225.0,,,1/5,,양식(옥),철근콘크리트조,,Y
MU412015718745,하남소방서,덕풍119안전센터,갈비도락 미사본점,일반음식점,20220525172230,20220525,172230,2022,05,25,근린생활시설,20150520,20150527,,경기도 하남시 덕풍동 ,미사대로,,석고. 타일,1274.0,,,지하0/지상2층,,양식(옥),철근콘크리트조,,Y
MU452015129123,전주덕진소방서,금암119안전센터,용차이,일반음식점,20220916134012,20220916,134012,2022,09,16,,20150714,20150722,20220916,전라북도 전주시 덕진구 진북동 ,팔달로,,콘크리트.석고 등,1174.0,도료,129.0,3,,양식(옥),철근콘크리트조,,Y
MU472015210043,경주소방서,동부119안전센터,황진이 노래주점(구.힐링노래 유흥주점),유흥주점,20220203113238,20220203,113238,2022,02,03,,20150817,20150916,20220128,경상북도 경주시 노서동 ,금성로259번길,,석고보드.유리.타일,162.0,MDF(방염필름),30.0,0/4,,양식(옥),철근콘크리트조,,Y
MU502016128468,제주소방서,노형센터,뮤직박스2호점,유흥주점,20220718094356,20220718,094356,2022,07,18,,20160728,20160919,20220715,제주특별자치도 제주시 노형동 ,다랑곶길,,콘크리트.방화석고보드.유리.타일,1195.0,방염필름(문.카운터.벽체장식),82.0,지하1/지상3,,양식(옥),철근콘크리트조,,Y
MU442015165392,논산소방서,강경119안전센터,궁단란주점,단란주점,20221222091009,20221222,091009,2022,12,22,근린생활시설,20150430,20150728,20221220,충청남도 논산시 강경읍 대흥리,대흥로11번길,,유리.콘크리트.타일.조적.석고.조적,395.0,방염필름(MDF),17.0,지상5층/지하1층,,양식(옥),철근콘크리트조,,Y
MU412016750187,수원남부소방서,남부119안전센터,쓰레(Tsure),일반음식점,20220927070029,20220927,070029,2022,09,27,,20160930,20161008,,경기도 수원시 권선구 곡반정동 ,곡선로,,석고,204.0,해당없음,,0/6,,양식(옥),철근콘크리트조,,Y
MU262016213773,부산진소방서,부전119안전센터,내공초밥,일반음식점,20220630085622,20220630,085622,2022,06,30,,20160127,20160222,,부산광역시 부산진구 부전동 ,서전로10번길,,석고. 유리. 타일,781.0, 합판(방염도료3회붓도장),,지하2/지상7층,,양식(옥),철근콘크리트조,,N
MU482016276869,성산소방서,신월119안전센터,남문노래주점,유흥주점,20220809155400,20220809,155400,2022,08,09,복합건축물,20161017,20161101,,경상남도 창원시 성산구 중앙동 ,중앙대로61번길,중앙상가호텔,콘크리트.타일.유리 등 ,1275.0,방염필름,155.0,1/5,중앙상가 - 중앙상가동,양식(옥),철근콘크리트조,,Y
MU412016731261,김포소방서,통진119안전센터,부킹노래연습장,노래연습장업,20220314163304,20220314,163304,2022,03,14,근린생활시설,20151224,20160105,20220311,경기도 김포시 통진읍 마송리,조강로,,콘크리트.석고.방화석고.타일.유리.벽돌,243.0,합격[선처리필름]벽면장식.문틀.문짝.방염소파,21.0,1/2,김영부건물(대성다방MS슈즈) - 김영부건물동,양식(옥),철골조,,Y
MU412016751668,김포소방서,통진119안전센터,킹 노래방,단란주점,20220831165351,20220831,165351,2022,08,31,근린생활시설,20160824,20161021,20220822,경기도 김포시 통진읍 마송리,김포대로 2244번길,,타일.석고.유리.ALC블럭,302.0,합판[재난안전과-21427(2016.109.22.)]호 합격,62.0,0/2,박미종건물 - 가동동,양식(옥),철골조,,Y
MU442016168975,부여소방서,사비119안전센터,투썸플레이스 부여궁남점,일반음식점,20220222112220,20220222,112220,2022,02,22,근린생활시설,20160217,20160303,,충청남도 부여군 부여읍 동남리,사비로,,콘크리트.방화석고.타일.유리.석고보드.,728.0,방염필름,8.0,1/2,,양식(옥),철근콘크리트조,,Y
MU472015210407,김천소방서,다수119안전센터,두바이,유흥주점,20220423083410,20220423,083410,2022,04,23,위락시설,20151014,20151022,20220419,경상북도 김천시 부곡동 ,송설로,올드프렌,콘크리트. 석고보드.유리,271.0,합판(방염시트),79.0,0/5,,양식(옥),철근콘크리트조,,Y
MU412015729075,안산소방서,사동119안전센터,심쿵노래연습장,노래연습장업,20220826100536,20220826,100536,2022,08,26,,20151207,20151211,20220823,경기도 안산시 상록구 본오동 ,반석로,,콘크리트.방화석고.석고보드 등,440.0,"2015.12.11.
(①필름:21.42㎡.②방염소파)",21.0,0/4,,양식(옥),철근콘크리트조,,Y
MU412015729076,부천소방서,서부119안전센터,가을라이브,단란주점,20221208203235,20221208,203235,2022,12,08,업무시설,20151102,20151215,20221130,경기도 부천시 원미구 중동 ,중동로254번길,메트로펠리스 3,석고. 타일. 유리,202.0,,,2/8,메트로펠리스3차 - 메트로펠리스빌딩동,양식(옥),철근콘크리트조,,Y
MU432016162886,,,삼춘네 삼겹살,일반음식점,20220726173818,20220726,173818,2022,07,26,근린생활시설,20160219,20160308,20220726,충청북도 청주시 서원구 사창동 ,내수동로108번길,,유리. 콘크리트. 타일,344.0,,,1/4,마쯔리(구윙크) - 1동 동,양식(옥),철근콘크리트조,,Y
MU422016151949,삼척소방서,도계119안전센터,고래노래주점,단란주점,20221017153255,20221017,153255,2022,10,17,,20160218,20160302,20221013,강원도 삼척시 도계읍 전두리,도계로,,콘크리트. 석고보드. 타일. 유리,377.0,,,지하1/지상2,,양식(옥),철근콘크리트조,,Y
MU282015206597,부평소방서,부평119안전센터,"현)밥도둑꽃게전문
구)윤가네누룽지백숙",일반음식점,20220825081413,20220825,081413,2022,08,25,,20150903,20150907,20220824,인천광역시 부평구 부평동 ,경원대로1367번길,,콘크리트.석고.방화석고.유리.벽돌.대리석.타일,1024.0,,,2/10,,양식(옥),철근콘크리트조,,Y
MU412015727845,시흥소방서,시흥119안전센터,케이팝7080(구.더보드카),단란주점,20220726111527,20220726,111527,2022,07,26,,20151105,20151120,19720319,경기도 시흥시 정왕동 ,중심상가로,,방화석고보드. 유리. 블록,256.0,,,1/5,,양식(옥),철근콘크리트조,,Y
MU432016173886,,,호박노래연습장,노래연습장업,20221006102157,20221006,102157,2022,10,06,,20161104,20161216,20221004,충청북도 충주시 안림동 ,봉현로,충연교회,유리.석고보드,128.0,,121.0,3/1,,양식(옥),철근콘크리트조,,Y
MU422016152498,원주소방서,단구119안전센터,PGA스크린골프,가상체험체육시설(스크린골프연습장),20220308171546,20220308,171546,2022,03,08,근린생활시설,20160526,20160609,,강원도 원주시 단구동 ,서원대로,,석고보드. 유리,713.0,합판. 스크린. 카펜. 흡음재,199.0,지상1층,,양식(옥),철골조,,Y
MU472015209584,영천소방서,동부119안전센터,파스쿠찌 영천점,휴게음식점,20220221145909,20220221,145909,2022,02,21,근린생활시설,20150617,20150703,20220221,경상북도 영천시 문외동 ,충효로,,석고보드(12.5T).타일.석고(9.5T).유리.콘크리트,585.0,목재위 방염도료,46.0,지상2층,,양식(옥),철골조,,Y
MU412015730279,수원남부소방서,남부119안전센터,뉴발리,유흥주점,20221103075327,20221103,075327,2022,11,03,복합건축물,20151223,20151229,20190515,경기도 수원시 팔달구 인계동 ,권선로741번길,,방화석고보드.유리.석재,833.0,방염필름.도료,450.0,2/6,다우프리존(대우자동차공업사) - 다우프리존(대우자동차공업사)동,양식(옥),철근콘크리트조,,Y
MU432016171345,,,마징가 노래클럽,유흥주점,20221216163020,20221216,163020,2022,12,16,,20160819,20160907,20170830,충청북도 음성군 맹동면 두성리,대하4길,,유리.콘크리트.방화석고.석고.타일,610.0,,,0/5,,양식(옥),철근콘크리트조,,Y
MU412016731378,광명소방서,119생활안전단,조가네갑오징어광명소하점,일반음식점,20220830102652,20220830,102652,2022,08,30,근린생활시설,20151216,20160106,20190429,경기도 광명시 소하동 ,소하로,,옹벽. 석고보드. 타일,271.0,벽체장식 등,93.0,1/3,접시꽃보쌈 광명소하점,양식(옥),철근콘크리트조,,Y
MU262016213275,해운대소방서,반여119안전센터,장산마루,일반음식점,20220627134945,20220627,134945,2022,06,27,,20160107,20160202,,부산광역시 해운대구 재송동 ,재반로,,석고보드. 콘크리트. 타일. 유리등,257.0,,,0/6,,양식(옥),철근콘크리트조,Y,Y
MU502016128462,제주소방서,노형센터,킹스크린골프존(구 킹골프타운),가상체험체육시설(스크린골프연습장),20220617092153,20220617,092153,2022,06,17,,20160706,20160824,20220425,제주특별자치도 제주시 노형동 ,오광로,,콘크리트.방화석고보드.석고보드.유리,1565.0,방염필름(출입문.벽체장식),108.0,지하1/지상3,,양식(옥),철근콘크리트조,,Y
MU472016211989,포항북부소방서,흥해119안전센터,골프존파크연습장,가상체험체육시설(스크린골프연습장),20221228161954,20221228,161954,2022,12,28,,20160531,20160608,20221228,경상북도 포항시 북구 흥해읍 마산리,동해대로,,석고보드. 유리. 콘크리트. 타일,807.0,실내장식물등(방염필름),170.0,0 / 2,윤석관 건물(대구은행) - 주1동동,양식(옥),철근콘크리트조,,Y
MU412015729299,,,피씨앤쿡,인터넷컴퓨터게임시설제공업(PC방),20221122101202,20221122,101202,2022,11,22,,20151203,20160726,20220721,경기도 양주시 광사동 ,고읍로,그린프라자,유리.타일.파벽돌,339.0, 합판(붓로라4회도장),35.0,2/6,,양식(옥),철근콘크리트조,,Y
MU442015166231,아산소방서,모종119안전센터,쥬쥬7080,단란주점,20221104105647,20221104,105647,2022,11,04,근린생활시설,20150923,20150926,20221019,충청남도 아산시 온천동 ,온화로11번길,예산장터국밥,석고보드. 벽돌,283.0,천정 등(필름),65.0,0/1,이정근건물(예산장터국밥) - 1동,기타 식,철골조,,Y
MU412016738673,안양소방서,119생활안전단,거래처,일반음식점,20220809084533,20220809,084533,2022,08,09,,20160427,20160503,,경기도 안양시 만안구 안양동 ,안양로329번길,,석고.조적.유리.타일,286.0,,,1/5,,양식(옥),철근콘크리트조,,Y
MU362016104811,세종소방서,한솔119안전센터,M노래연습장(구.엠 노래방),노래연습장업,20221011114024,20221011,114024,2022,10,11,,20151215,20160127,20171101,세종특별자치시  나성동 ,나성로,하해빌딩,콘크리트. 석고보드. 유리,611.0,합판+방염필름(81.58㎡),81.0,3/9,,양식(옥),철근콘크리트조,,Y
MU412015724143,평택소방서,비전119안전센터,라라코스트(평택점),일반음식점,20220720163920,20220720,163920,2022,07,20,,20150526,20151001,20220622,경기도 평택시 합정동 ,평택5로20번길,,방화석고.석고.타일.유리.철재,1200.0,목재+도료[191.56㎡],,2/7,,양식(옥),철근콘크리트조,,Y
MU412015724142,평택소방서,비전119안전센터,찾기노래클럽,유흥주점,20220720170359,20220720,170359,2022,07,20,,20150518,20151001,20220624,경기도 평택시 비전동 ,비전5로,,석고보드. 유리 등,319.0,,,2/8,,양식(옥),철근콘크리트조,,Y
MU422016151990,원주소방서,학성119안전센터,W노래연습장,노래연습장업,20221207103032,20221207,103032,2022,12,07,근린생활시설,20160219,20160329,,강원도 원주시 단계동 ,천사로,,방화보드. 타일. 파벽돌. 유리,657.0,합판,126.0,지하1/지상4층,,양식(옥),철근콘크리트조,,Y
MU412015727964,용인소방서,모현119안전센터,별밤 노래연습장,노래연습장업,20220525172554,20220525,172554,2022,05,25,,20151021,20151124,,경기도 용인시 처인구 모현면 능원리,오포로,대우빌딩,ALC블럭. 석고보드. 콘크리트. 유리. 철판,294.0,합판-방염도료,32.0,1/3,,양식(옥),철근콘크리트조,,Y
MU412015720999,안산소방서,반월119안전센터,및타이,일반음식점,20220704091828,20220704,091828,2022,07,04,,20150716,20150728,20220701,경기도 안산시 단원구 원곡동 ,다문화길,,몰탈.석고 등,316.0,미사용,,1/3,,양식(옥),철근콘크리트조,,Y
MU442015165394,천안동남소방서,구성119안전센터,한국맥도날드유한회사천안원성디티점,휴게음식점,20220618165415,20220618,165415,2022,06,18,,20130704,20130710,,충청남도 천안시 동남구 원성동 ,천안대로,,ALC블럭.유리.석고보드,1066.0,MDF위 방염필름(23.35). MDF위 방염도료(99.27),122.0,지상2,,양식(옥),철골조,Y,Y
MU472009100737,봉화소방서,봉화119안전센터,쇼나이트,유흥주점,20221020150521,20221020,150521,2022,10,20,복합건축물,,20110927,20130212,경상북도 봉화군 봉화읍 내성리,봉화로,,석고보드. 유리 등,341.0,MDF,25.0,1/6,봉화새마을금고(다중-웨딩식당쇼나이트스크린골프) - 봉화새마을금고동,양식(옥),철근콘크리트조,,Y
MU482016263169,사천소방서,동금119안전센터,연나가요방(구.유흥7080),유흥주점,20221102101728,20221102,101728,2022,11,02,위락시설,20160215,20160607,22221101,경상남도 사천시 서금동 ,팔포1길,유흥7080,콘크리트. 석고. 타일. 유리 등,244.0,해당없음,,2,크라운가요궁 - 크라운가요궁동,양식(옥),철근콘크리트조,,Y
MU442015165413,천안동남소방서,구성119안전센터,톡톡,일반음식점,20221026091510,20221026,091510,2022,10,26,,20130624,20130628,20221007,충청남도 천안시 동남구 안서동 ,단대로,,석고보드.콘크리트.유리,922.0,사용안함,,지하1/지상7,,양식(옥),철근콘크리트조,,Y
MU462016159634,광양소방서,중마119안전센터,스타벅스커피 전남광양DT점,휴게음식점,20220306194229,20220306,194229,2022,03,06,근린생활시설,20160922,20161103,20220221,전라남도 광양시 중동 ,행정3길,,석고. 유리. 타일. 콘크리트 등,1257.0,,,지상3층,,기타 식,철근콘크리트조,,Y
MU412015724799,,,투썸플레이스수원천천점,휴게음식점,20220727090413,20220727,090413,2022,07,27,,20150922,20151005,20220727,경기도 수원시 장안구 천천동 ,만석로19번길,,콘크리트.석고.유리.타일,665.0,방염도료,20.0,2/9,,양식(옥),철근콘크리트조,,Y
MU282016207451,서부소방서,청라119안전센터,달노래연습장,노래연습장업,20220408103133,20220408,103133,2022,04,08,,20160119,20160126,20210407,인천광역시 서구 청라동 ,중봉대로,,석고보드. 타일. 유리,467.0,,,4/11,달노래연습장,양식(옥),철근콘크리트조,,Y
MU412016759046,평택소방서,비전119안전센터,아이언비어101,일반음식점,20220616110254,20220616,110254,2022,06,16,,20160926,20161219,20220607,경기도 평택시 비전동 ,비전2로,,방화석고보드.타일.벽돌.철재,444.0,,,1/8,,양식(옥),철근콘크리트조,,Y
MU422015150635,강릉소방서,옥천119안전센터,딴따라라이브카페,단란주점,20221019092538,20221019,092538,2022,10,19,,20150914,20150925,20201027,강원도 강릉시 옥천동 ,옥가로50번길,,콘크리트.석고보드.유리,257.0,MDF(방염필름)-2008-106호(2008.12.16),56.0,1/4,,양식(옥),철근콘크리트조,,Y
MU482015245954,마산소방서,중앙119안전센터,갈망 룸 라이브,유흥주점,20221114110450,20221114,110450,2022,11,14,,20150908,20151006,,경상남도 창원시 마산합포구 오동동 ,문화의길,,타일.유리.석고보드.불연석고보드,540.0,,,1/3,,양식(옥),철근콘크리트조,,Y
MU422015150472,영월소방서,영월119안전센터,영월시네마 1관,영화상영관,20220207135605,20220207,135605,2022,02,07,문화및집회시설,20150106,20151019,20220207,강원도 영월군 영월읍 영흥리,관풍헌길,,석고보드. 준불연보드. 타일. 철재. 유리. 콘크리트,1834.0,목재. 필름. 섬유장판 및 카페트,638.0,지상1층~지상2층,,양식(옥),철근콘크리트조,Y,Y
MU412015725721,안양소방서,부림119안전센터,밀피유 평촌점,일반음식점,20220823092029,20220823,092029,2022,08,23,,20150911,20151019,,경기도 안양시 동안구 관양동 ,시민대로,금강스마트빌딩,방화석고보드.유리.타일.철,457.0,,,2/7,,양식(옥),철근콘크리트조,,Y
MU472009104221,예천소방서,예천119안전센터,행운노래방,노래연습장업,20221110100143,20221110,100143,2022,11,10,근린생활시설,,20020612,20221110,경상북도 예천군 예천읍 동본리,시장로,씨유마트동본점,,,,,0/3,행운노래방 - 행운노래방동,양식(옥),철근콘크리트조,,Y
MU412015729348,수원남부소방서,매산119안전센터,천하세계맥주,일반음식점,20220907062757,20220907,062757,2022,09,07,복합건축물,20151028,20151218,20191203,경기도 수원시 팔달구 고등동 ,갓매산로,,콘크리트.유리.석고,420.0,방염도료.필름,51.0,0/11,MS빌딩(이성수건물) - MS빌딩(이성수건물)동,양식(옥),철근콘크리트조,,Y
MU462014136703,여수소방서,학동119안전센터,한국맥도날드(유) 여수학동DT점,휴게음식점,20220616103155,20220616,103155,2022,06,16,,20141111,20151022,20200408,전라남도 여수시 학동 ,망마로,,콘크리트. 석고보드. 타일,1533.0,MDF 등,86.0,지상3층,,양식(옥),철근콘크리트조,,Y
MU282016209282,미추홀소방서,관교119안전센터,와?동전 노래연습장,노래연습장업,20220415111617,20220415,111617,2022,04,15,근린생활시설,20161014,20161109,20220314,인천광역시 미추홀구 주안동 ,인하로,,석고. 유리. 타일. ALC블럭,583.0,,,0/2,,양식(옥),철골조,,Y
MU262013203477,북부소방서,화명119안전센터,라라피쉬,일반음식점,20220427220045,20220427,220045,2022,04,27,,20131128,20161111,20171023,부산광역시 북구 화명동 ,화명대로,대성빌딩,석고.유리.타일.철판.콘크리트,565.0,,,2/10,,양식(옥),철근콘크리트조,,Y
