MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU422021222710,정선소방서,사북119안전센터,황금성인PC,인터넷컴퓨터게임시설제공업(PC방),20211118200559,20211118,200559,2021,11,18,,20211103,20211118,,강원도 정선군 사북읍 사북리,사북중앙로,,콘크리트. 석고보드. 유리. 타일,283.0,방염도료(벽체장식 등),73.0,지상3층,,양식(옥),철근콘크리트조,,Y
MU472021235616,구미소방서,원평119안전센터,랜덤PC,인터넷컴퓨터게임시설제공업(PC방),20211115073325,20211115,073325,2021,11,15,,20211110,20211115,,경상북도 구미시 원평동 ,구미중앙로27길,,콘크리트. 타일. 유리 등,229.0,,,지하1/지상4,,양식(옥),철근콘크리트조,,Y
MU502021142823,서부소방서,한림센터,NEXT DOOR(넥스트 도어),일반음식점,20211115113050,20211115,113050,2021,11,15,,20211008,20211115,,제주특별자치도 제주시 한림읍 한림리,한림상로,,콘크리트.방화석고보드.유리,657.0,방염도료(천장.벽체.카운터.출입문),64.0,지상 3,,양식(옥),철근콘크리트조,,Y
MU472021235658,김천소방서,율곡119안전센터,뉴램,일반음식점,20211120083335,20211120,083335,2021,11,20,근린생활시설,20211018,20211120,,경상북도 김천시 율곡동 ,혁신3로,율곡스퀘어6,방화석고보드.타일 등,234.0,방염필름,103.0,지상3층,,양식(옥),철근콘크리트조,,Y
MU282021230287,남동소방서,구월119안전센터,파스토보이,일반음식점,20211123094534,20211123,094534,2021,11,23,근린생활시설,20211112,20211123,,인천광역시 남동구 구월동 ,성말로13번길,메인프라자,석고보드.타일.유리.콘크리트,457.0, 합판(도료),51.0,2/6,메인프라자(C-4)* - 메인프라자(C-4)*동,양식(옥),철골철근콘크리트조,,Y
MU272021167213,달서소방서,도원119안전센터,FORIO(포리오),일반음식점,20211123103858,20211123,103858,2021,11,23,,20211027,20211123,,대구광역시 달서구 유천동 ,조암로,,방화석고. 유리. 타일,335.0,필름(mdf),99.0,1/7,,양식(옥),철근콘크리트조,,Y
MU422021222910,태백소방서,황지119안전센터,에어라인,일반음식점,20211123105725,20211123,105725,2021,11,23,,20211005,20211123,,강원도 태백시 황지동 ,황지연못길,,콘크리트.석고보드.유리.타일,652.0,,,지상2,,양식(옥),철근콘크리트조,,Y
MU412021930220,남양주소방서,진접119안전센터,연평푸드,일반음식점,20211112175917,20211112,175917,2021,11,12,,20211110,20211112,,경기도 남양주시 진접읍 연평리,해밀예당1로,,벽돌.석고.유리.타일,694.0,,,2/5,,양식(옥),철근콘크리트조,,Y
MU502021142824,서부소방서,애월센터,칠우대패,일반음식점,20211115113930,20211115,113930,2021,11,15,,20210806,20211115,,제주특별자치도 제주시 애월읍 하귀2리,애월해안로,,콘크리트.방화석고보드.유리.타일.벽돌,1081.0,,,지상4,,양식(옥),철근콘크리트조,,Y
MU412021930234,포천소방서,일동119안전센터,래안고시텔,고시원업,20211115114609,20211115,114609,2021,11,15,근린생활시설,20211101,20211115,,경기도 포천시 일동면 기산리,기산서길,,ALC블럭. 석고보드. 타일,513.0,,,1/4,,양식(옥),철근콘크리트조,,Y
MU502021142825,서부소방서,애월센터,푸른초장,일반음식점,20211115114654,20211115,114654,2021,11,15,,20211014,20211115,,제주특별자치도 제주시 애월읍 소길리,평화로,새마을금고 제주연수원,콘크리트.방화석고보드.타일.DMC천장재,510.0,방염필름(계산대.벽체.기둥장식),180.0,지하1/지상3,,양식(옥),철근콘크리트조,,Y
MU312021143454,남부소방서,삼산119안전센터,플라스틱(PLASTICK),일반음식점,20211115114953,20211115,114953,2021,11,15,,20211026,20211115,,울산광역시 남구 삼산동 ,달삼로75번길,,콘크리트. 석고보드. 유리. 석재,508.0,,,0/4,,양식(옥),블록조,,Y
MU262021259794,동래소방서,연산119안전센터,유턴,단란주점,20211124130905,20211124,130905,2021,11,24,,20211108,20211115,,부산광역시 연제구 연산동 ,고분로13번길,,유리.석고.타일,278.0,,,1/6,,양식(옥),철근콘크리트조,,Y
MU422021223030,홍천소방서,서석119안전센터,터미널다방,휴게음식점,20211124143449,20211124,143449,2021,11,24,근린생활시설,20211112,20211124,,강원도 홍천군 서석면 풍암리,구룡령로,,석고보드. 콘크리트. 타일,121.0,합판,78.0,1/2,,양식(옥),철근콘크리트조,,Y
MU412021930255,수원소방서,지만119안전센터,스시코호시,일반음식점,20211116094423,20211116,094423,2021,11,16,,20210930,20211116,,경기도 화성시 반송동 ,동탄반석로,동탄 파라곤,콘크리트.석고.방화석고.타일,301.0,,,6/44,,양식(옥),철근콘크리트조,,Y
MU412021930257,수원소방서,원천119안전센터,찰스의식탁,일반음식점,20211116095216,20211116,095216,2021,11,16,,20210930,20211116,,경기도 화성시 송동 ,동탄대로5길,루나갤러리,콘크리트.석고.방화석고.타일,328.0,,,5/3,,양식(옥),철근콘크리트조,,Y
MU282021230260,계양소방서,작전119안전센터,나인티ver.1PC카페,인터넷컴퓨터게임시설제공업(PC방),20211116095813,20211116,095813,2021,11,16,근린생활시설,20211022,20211110,,인천광역시 계양구 계산동 ,계산새로,하이베라스빌딩,콘크리트.방화석고.석고.유리,1276.0, 합판(도료),88.0,4/15,,양식(옥),철근콘크리트조,,Y
MU412021930258,수원소방서,매산119안전센터,굿스크린,가상체험체육시설(스크린골프연습장),20211116100346,20211116,100346,2021,11,16,,20210924,20211116,,경기도 화성시 기안동 ,기배로,,석고보드.유리.타일,1044.0,,,-/2,,양식(옥),철골조,,Y
MU412021930259,수원소방서,원천119안전센터,동탄어시장,일반음식점,20211116100900,20211116,100900,2021,11,16,,20211027,20211116,,경기도 화성시 방교동 ,동탄기흥로257번가길,,석고보드.유리 등,515.0,,,-/2,,양식(옥),철근콘크리트조,,Y
MU412021930261,수원소방서,원천119안전센터,마라고데스,일반음식점,20211116104544,20211116,104544,2021,11,16,,20211013,20211116,,경기도 화성시 송동 ,동탄대로5길,루나갤러리,철근콘코리트.유리.방화석고보드,226.0,,,5/3,,양식(옥),철근콘크리트조,,Y
MU412021930262,수원소방서,원천119안전센터,제네랄 드링크샵,휴게음식점,20211116105025,20211116,105025,2021,11,16,,20210726,20211116,,경기도 화성시 오산동 ,동탄역로,,방화보드.석고보드,205.0,,,6/8,,양식(옥),철근콘크리트조,,Y
MU432021210065,음성소방서,감곡안전센터,크라우드PC(음성감곡점),인터넷컴퓨터게임시설제공업(PC방),20211124155632,20211124,155632,2021,11,24,,20211028,20211124,,충청북도 음성군 감곡면 왕장리,장감로,,방화석고보드. 유리.  타일. 파벽돌,306.0,mdf,71.0,1/8,,양식(옥),철골조,,Y
MU432021209945,음성소방서,대소안전센터,마중 만남의 카페,일반음식점,20211124155726,20211124,155726,2021,11,24,,20211108,20211124,,충청북도 음성군 대소면 성본리,멍심이길,,콘크리트. 유리,375.0,,,0/3,,양식(옥),철근콘크리트조,,Y
MU452021144306,군산소방서,사정119안전센터,명품노래연습장,노래연습장업,20211124165617,20211124,165617,2021,11,24,근린생활시설,20210923,20211124,,전라북도 군산시 미장동 ,미장안7길,,타일. ALC블럭,1078.0,합판(필름),121.0,0/3,,양식(옥),철근콘크리트조,,Y
MU272021167216,수성소방서,수성119안전센터,제일성인게임랜드,게임제공업,20211124171822,20211124,171822,2021,11,24,근린생활시설,20211110,20211124,,대구광역시 수성구 수성동3가 ,명덕로,,석고보드. 콘크리트. 타일. 유리,472.0,방염필름,12.0,1/8,정석대구빌딩 - 정석대구빌딩동,양식(옥),철근콘크리트조,,Y
MU282021230294,서부소방서,석남119안전센터,서웅셰프의 골든푸드 연식당,일반음식점,20211124172651,20211124,172651,2021,11,24,근린생활시설,20211117,20211124,,인천광역시 서구 석남동 ,가정로,,석고.철판.타일.콘크리트.파벽돌,330.0,방염도료,24.0,1/3,,양식(옥),철근콘크리트조,,Y
MU482021600545,마산소방서,구산119안전센터,달빛상회,일반음식점,20211116125934,20211116,125934,2021,11,16,,20211109,20211116,,경상남도 창원시 마산합포구 현동 ,현동7길,현동주상가,콘크리트. 타일. 유리. 석고보드 등,376.0,합판(방염도료),40.0,2/5,,양식(옥),철근콘크리트조,,Y
MU412021930269,수원소방서,매산119안전센터,대동스크린골프,가상체험체육시설(스크린골프연습장),20211116134545,20211116,134545,2021,11,16,,20210707,20211116,,경기도 화성시 반월동 ,영통로26번길,,철근콘크？.유리.방화석고보드,422.0,,,1/5,,양식(옥),철근콘크리트조,,Y
MU412021930274,수원소방서,원천119안전센터,탭퍼블릭,일반음식점,20211116141249,20211116,141249,2021,11,16,,20210728,20211116,,경기도 화성시 오산동 ,동탄역로,,콘크리트.유리 등,737.0,,,6/8,,양식(옥),철근콘크리트조,,Y
MU412021930276,수원소방서,원천119안전센터,어반네이처,일반음식점,20211116141909,20211116,141909,2021,11,16,,20210813,20211116,,경기도 화성시 오산동 ,동탄역로,,콘크리트.금속.유리.방화석고보드,912.0,,,6/8,,양식(옥),철근콘크리트조,,Y
MU282021230295,부평소방서,부평119안전센터,프렌즈스크린 부평스크린골프,가상체험체육시설(스크린골프연습장),20211124203743,20211124,203743,2021,11,24,,20211108,20211124,,인천광역시 부평구 부평동 ,부흥로,동아웰빙타운,석고보드. 불연석고보드,605.0,방염필름,163.0,지하3/지상11,동아웰빙타운(2021-14) - 동아웰빙타운동,양식(옥),철근콘크리트조,,Y
MU442021266841,보령소방서,웅천119안전센터,청정회집,일반음식점,20211124230152,20211124,230152,2021,11,24,,20210713,20211124,,충청남도 보령시 웅천읍 독산리,,,콘크리트. 조적. 유리. 철재. 석고. 타일,439.0,,,0/3,,양식(옥),철근콘크리트조,,Y
MU272021167215,서부소방서,동천119안전센터,도남스크린,가상체험체육시설(스크린골프연습장),20211124091658,20211124,091658,2021,11,24,근린생활시설,20211006,20211124,,대구광역시 북구 국우동 ,구리로,,방화석고.유리.타일,484.0,목재위 방염필름,135.0,0/2,,기타 식,철골조,,Y
MU452021144308,군산소방서,지곡119안전센터,술을담다,일반음식점,20211125164149,20211125,164149,2021,11,25,근린생활시설,20211027,20211125,,전라북도 군산시 나운동 ,백토로,,타일.불연석고,972.0,합판(필름),64.0,0/3,,양식(옥),철근콘크리트조,,Y
MU302021246295,대덕소방서,송촌119안전센터,스타벅스 대전용전DT점,휴게음식점,20211116143543,20211116,143543,2021,11,16,,20211025,20211116,,대전광역시 동구 용전동 ,한밭대로,,석고. 유리. 타일. 콘크리트. 금속,1076.0,밤염도료,74.0,0/2,,양식(옥),철근콘크리트조,Y,Y
MU412021930277,수원소방서,매산119안전센터,골프존파크 반월네오점,가상체험체육시설(스크린골프연습장),20211116143440,20211116,143440,2021,11,16,,20210811,20211116,,경기도 화성시 반월동 ,동탄지성로,,유리.방화석고보드 등,833.0,,,-/4,,양식(옥),철골조,,Y
MU412021930278,수원소방서,원천119안전센터,오르드,휴게음식점,20211116144724,20211116,144724,2021,11,16,,20211027,20211116,,경기도 화성시 송동 ,동탄대로5길,,석고.유리 등 ,299.0,,,5/3,,양식(옥),철근콘크리트조,,Y
MU412021930279,안산소방서,고잔119안전센터,쿠시낭피노,일반음식점,20211116145651,20211116,145651,2021,11,16,,20211111,20211116,,경기도 안산시 단원구 와동 ,와동1로,,콘크리트.유리.석고.타일.방화석고,275.0,선처리필름,32.0,1/4,,양식(옥),철근콘크리트조,,Y
MU412021930281,수원소방서,원천119안전센터,금각도,일반음식점,20211116151431,20211116,151431,2021,11,16,,20210716,20211116,,경기도 화성시 송동 ,동탄대로5길,루나갤러리,철근콘크리트.유리.방화석고보드,299.0,,,5/3,,양식(옥),철근콘크리트조,,Y
MU442021266807,계룡소방서,엄사119안전센터,계룡게임랜드,게임제공업,20211116151610,20211116,151610,2021,11,16,근린생활시설,20191007,20211116,,충청남도 계룡시 엄사면 엄사리,번영1길,,콘크리트.철.석고,578.0,,,1/6,,양식(옥),철근콘크리트조,,N
MU412021930426,성남소방서,신흥119안전센터,종합킹 게임 렌드,게임제공업,20211125163910,20211125,163910,2021,11,25,복합건축물,20211124,20211125,,경기도 성남시 수정구 신흥동 ,산성대로,,철판.유리.방화석고.콘크리트,225.0,없음,,1/3,,양식(옥),철근콘크리트조,,Y
MU412021930427,시흥소방서,시흥119안전센터,세븐스타PC,인터넷컴퓨터게임시설제공업(PC방),20211125165706,20211125,165706,2021,11,25,,20211115,20211117,,경기도 시흥시 정왕동 ,정왕대로,광개토빌딩2,석고,242.0,,,3/6,,양식(옥),철근콘크리트조,,Y
MU282021230298,서부소방서,청라119안전센터,아발론랭콘청라어학원,학원,20211125193017,20211125,193017,2021,11,25,근린생활시설,20211115,20211125,,인천광역시 서구 청라동 ,청라커낼로260번길,,콘크리트.유리.석고.방화석고,1103.0,방염필름,274.0,3/11,,양식(옥),철근콘크리트조,,Y
MU442021266808,계룡소방서,계룡119안전센터,카페베네 계룡시청점,휴게음식점,20211116151711,20211116,151711,2021,11,16,근린생활시설,20211105,20211116,,충청남도 계룡시 금암동 ,서금암2길,,콘크리트. 유리. 타일. 방화석고보드. 석고보드,494.0,합판. 원목,79.0,지하0/지상5,,양식(옥),철근콘크리트조,,Y
MU422021222530,속초소방서,영랑119안전센터,코리아횟집,일반음식점,20211116151734,20211116,151734,2021,11,16,,20211020,20211116,,강원도 속초시 장사동 ,장사항해안길,,석고.유리.SMC.타일,1275.0,방염필름,32.0,1/7,,양식(옥),철근콘크리트조,,Y
MU422021222490,강릉소방서,옥천119안전센터,블랙PC,인터넷컴퓨터게임시설제공업(PC방),20211116151932,20211116,151932,2021,11,16,근린생활시설,20211111,20211116,,강원도 강릉시 옥천동 ,옥가로,,텍스.콘크리트.석고보드.유리,273.0,,,지하1/지상5,,기타 식,철근콘크리트조,,Y
MU412021930283,군포소방서,산본119안전센터,오시오리이 포차,일반음식점,20211116154015,20211116,154015,2021,11,16,근린생활시설,20211109,20211116,,경기도 군포시 산본동 ,산본천로226번길,,콘크리트.유리.방화석고.타일,298.0, MDF(후처리방염도료).필름,26.0,1/3,,양식(옥),기타,,Y
MU282021230299,서부소방서,청라119안전센터,존쿡푸드,일반음식점,20211125193513,20211125,193513,2021,11,25,,20211116,20211125,,인천광역시 서구 청라동 ,파랑로,,콘크리트.방화석고.타일,583.0,방염필름,1.0,2/10,,양식(옥),철근콘크리트조,,Y
MU282021230300,공단소방서,동춘119안전센터,찬혜원,일반음식점,20211125211138,20211125,211138,2021,11,25,,20211111,20211123,,인천광역시 연수구 동춘동 ,능허대로289번길,,석고보드. 유리. 타일. 방화석고. 콘크리트,407.0,합판(필름/도료),68.0,0/4,대성빌딩 - 이상용건물동,양식(옥),철근콘크리트조,,Y
MU442021266810,천안서북소방서,직산119안전센터,아레스,일반음식점,20211116163604,20211116,163604,2021,11,16,근린생활시설,20211104,20211116,,충청남도 천안시 서북구 직산읍 삼은리,직산로,,방화석고보드. 유리. 석고보드. 조적,594.0, 합판(방염도료). 방염필름,39.0,1/6,직산테크노타운 - 1동동,양식(옥),철근콘크리트조,,Y
MU282021230267,영종소방서,운남119안전센터,달쭈꾸미 영종하늘도시점,일반음식점,20211116164543,20211116,164543,2021,11,16,,20211027,20211116,,인천광역시 중구 중산동 ,하늘별빛로65번길,,콘크리트. 타일. 방화석고. 석고,394.0,,,지하1/지상5,,양식(옥),철근콘크리트조,,Y
MU282021230268,영종소방서,운남119안전센터,크라운호프 영종하늘도시점,일반음식점,20211116164602,20211116,164602,2021,11,16,,20211021,20211116,,인천광역시 중구 중산동 ,하늘중앙로195번길,,콘크리트. 방화석고. 타일,397.0,,,지하2/지상8,,양식(옥),철근콘크리트조,,Y
MU302021246307,대덕소방서,덕암119안전센터,프릴리온,휴게음식점,20211208131131,20211208,131131,2021,12,08,,20211007,20211125,20211126,대전광역시 대덕구 신탄진동 ,신탄진로834번길,,콘크리트. 유리. 타일. 조적. 석고보드,354.0,합판,63.0,1/2,,양식(옥),시멘트벽돌조,,Y
MU282021230280,남동소방서,예비,욜로PC 인천서창점,인터넷컴퓨터게임시설제공업(PC방),20211122112535,20211122,112535,2021,11,22,근린생활시설,20211027,20211122,,인천광역시 남동구 서창동 ,서창남로,,석고보드.타일.유리.콘크리트.불연석고보드,884.0,합판:방염필름,111.0,2/5,해피프라자 - 해피프라자동,양식(옥),철근콘크리트조,,Y
MU412021930357,김포소방서,통진119안전센터,카페드첼시 (CAFE DE CHELSEA),일반음식점,20211122134007,20211122,134007,2021,11,22,근린생활시설,20211012,20211122,,경기도 김포시 통진읍 옹정리,김포대로2435번길,,석고.스틸.콘크리트.ALC.유리,2039.0,제2021-047호(도료+필름),120.0,0/2,,양식(옥),철근콘크리트조,,Y
MU302021246304,동부소방서,삼성119안전센터,자연별곡NC중앙로역점,일반음식점,20211122151355,20211122,151355,2021,11,22,,20211105,20211122,,대전광역시 중구 선화동 ,중앙로,NC백화점,방화석고. 타일. 벽돌. 천장. 슬라브,1446.0, 합판(방염도료64.41. 방염필름 197.13),261.0,지하4/지상13층,,양식(옥),철근콘크리트조,Y,Y
MU412021930422,수원소방서,매산119안전센터,주식회사 골프대통령,가상체험체육시설(스크린골프연습장),20211125144803,20211125,144803,2021,11,25,,20211014,20211125,,경기도 화성시 병점동 ,떡전골로,병점역효성해링턴플레이스,석고.콘크리트.방화석고.유리,558.0,,,1/-,,양식(옥),철근콘크리트조,,Y
MU262021259803,기장소방서,장안119안전센터,SG일광스크린골프,가상체험체육시설(스크린골프연습장),20211125154817,20211125,154817,2021,11,25,근린생활시설,20211111,20211125,,부산광역시 기장군 일광면 삼성리,해빛로,웰시빌딩,타일. 유리 등,1458.0,MDF(방염필름),205.0,0/7,,양식(옥),철골철근콘크리트조,,Y
MU412021930424,부천소방서,중앙119안전센터,브런치빈 부천 중동점,일반음식점,20211125155038,20211125,155038,2021,11,25,,20211111,20211125,,경기도 부천시 중동 ,신흥로,,유리. 타일. 석고보드. 방화석고보드,721.0,MDF. 필름,142.0,33/7,,양식(옥),철근콘크리트조,,Y
MU462021165144,장성소방서,삼계119안전센터,온도,휴게음식점,20211125155330,20211125,155330,2021,11,25,근린생활시설,20211109,20211125,,전라남도 장성군 황룡면 장산리,행복1길,,목재(건축구조).유리.석고.타일,760.0,방염도료.방염필름,67.0,지상1~2층,,한식(옥),목조,,Y
MU412021930363,고양소방서,화전119안전센터,크라운호프,일반음식점,20211122151552,20211122,151552,2021,11,22,근린생활시설,20211108,20211122,,경기도 고양시 덕양구 향동동 ,향기로,,콘크리트.방화석고.타일.석고,192.0,방염 2021-42호(21.11.16.),75.0,2/8,,양식(옥),철근콘크리트조,,Y
MU452021144297,전주완산소방서,서부119안전센터,M-BOX,비디오물감상실업,20211122154510,20211122,154510,2021,11,22,,20211109,20211122,,전라북도 전주시 완산구 효자동3가 ,홍산북로,,콘크리트. 방화석고보드. 석고보드. 유리,761.0,합판(방염필름),154.0,지상7층,,양식(옥),철근콘크리트조,,Y
MU412021930425,성남소방서,신흥119안전센터,산내들 한상차림,일반음식점,20211125155758,20211125,155758,2021,11,25,,20211025,20211125,,경기도 성남시 수정구 신흥동 ,산성대로,한신오피스텔,석고.타일,447.0,필름,33.0,4/18,,양식(옥),철근콘크리트조,,Y
MU452021144310,남원소방서,식정119안전센터,남원 스크린 골프존,가상체험체육시설(스크린골프연습장),20211125161939,20211125,161939,2021,11,25,근린생활시설,20211118,20211125,,전라북도 남원시 죽항동 ,시청로,,콘크리트.방화석고.타일.준불연폼.준불연천,796.0,출입구띠 창틀띠 중띠 화장실문 등 총35개소,42.0,지상1,,조립식,철골조,,Y
MU412021930408,시흥소방서,시흥119안전센터,쉼터PC,인터넷컴퓨터게임시설제공업(PC방),20211125095402,20211125,095402,2021,11,25,,20211115,20211117,,경기도 시흥시 정왕동 ,정왕대로,광개토빌딩2,석고.방화석고.유리,205.0,,,3/6,,양식(옥),철근콘크리트조,,Y
MU452021144296,전주덕진소방서,아중119안전센터,욜로코인노래연습장,노래연습장업,20211125105314,20211125,105314,2021,11,25,,20211026,20211125,,전라북도 전주시 덕진구 우아동2가 ,석소로,,ALC블럭. 방화석고. 석고. 타일. 유리,596.0,방염필름,33.0,지하1/지상3,옥진빌딩-우아2가BC - 옥진빌딩-우아2가BC동,양식(옥),철근콘크리트조,,Y
MU432021209986,,,갬블몬스터(GAMBLE MONSTER)칠금점,일반음식점,20211122163536,20211122,163536,2021,11,22,,20211022,20211122,,충청북도 충주시 칠금동 ,칠금12길,,유리. 타일,294.0,벽장식등(방염필름),61.0,0/3,,양식(옥),철근콘크리트조,,Y
MU482021600556,마산소방서,석전119안전센터,부산이화양곱창,일반음식점,20211122165443,20211122,165443,2021,11,22,,20211110,20211122,,경상남도 창원시 마산회원구 양덕동 ,양덕북18길,,유리. 타일. 방화석고보드 등,313.0,합판(방염필름),53.0,0/3,,양식(옥),철근콘크리트조,,Y
MU302021246301,유성소방서,궁동119안전센터,one by one,일반음식점,20211122133456,20211122,133456,2021,11,22,,20211021,20211122,,대전광역시 유성구 죽동 ,죽동로297번길,,석고. 철재. 방화석고. 콘크리트,549.0,합판(도료),19.0,1/7,신화빌딩 - 신화빌딩동,양식(옥),철근콘크리트조,,Y
MU412021930449,,,치킨매니아 옥정점,일반음식점,20211127104358,20211127,104358,2021,11,27,,20211123,20211127,,경기도 양주시 옥정동 ,옥정동로7길,,석고보드.유리.텍스,279.0,,,2,,양식(옥),철근콘크리트조,,Y
MU412021930359,부천소방서,중앙119안전센터,대박게임랜드,게임제공업,20211122140610,20211122,140610,2021,11,22,,20211110,20211122,,경기도 부천시 심곡동 ,부일로,,콘크리트. 방화석고. 유리. 타일,484.0,,,4/1,,양식(옥),철근콘크리트조,,Y
MU272021167205,달서소방서,도원119안전센터,아하데이스파저온찜질카페,휴게음식점,20211122142034,20211122,142034,2021,11,22,,20211110,20211122,,대구광역시 달서구 대곡동 ,비슬로542길,,방화석고.유리.타일,538.0,도료(합판),50.0,2/4,,양식(옥),철근콘크리트조,,Y
MU412021930364,오산소방서,동탄119안전센터,프렌즈 스크린 동탄PRO점,가상체험체육시설(스크린골프연습장),20211122154236,20211122,154236,2021,11,22,,20211119,20211122,,경기도 오산시 외삼미동 ,외삼미로,,일반철골. 콘크리트. 유리. 방화석고보드,859.0,선처리(필름),92.0,0/4,,양식(옥),철골조,,Y
MU452021144301,전주완산소방서,서부119안전센터,크라우드PC 신시가지점,인터넷컴퓨터게임시설제공업(PC방),20211122214805,20211122,214805,2021,11,22,,20211026,20211122,,전라북도 전주시 완산구 효자동3가 ,홍산남로,창덕궁빌딩,방화석고보드. 석고보드. 타일. 유리. 대리석. 파벽돌,482.0,합판(필름),94.0,지하1층/지상7층,,양식(옥),철근콘크리트조,,Y
MU432021209965,,,프랜즈스크린골프 청주이글점,가상체험체육시설(스크린골프연습장),20211122095654,20211122,095654,2021,11,22,,20210910,20211122,,충청북도 청주시 서원구 남이면 석판리,대림로,,콘크리트. 방화석고. 유리,977.0,필름.카펫.무대막.섬유판 ,89.0,2,,양식(옥),철근콘크리트조,,Y
MU432021210025,동부소방서,오창안전센터,Leeds Bakery Cafe,일반음식점,20211202090948,20211202,090948,2021,12,02,,20210720,20211202,,충청북도 청주시 청원구 오창읍 양청리,중심상업2로,,유리.타일.석고.철재.방화유리.불연성석고.콘크리트,2123.0,방염도료(제2021-45호).방염필름,175.0,2/6,,양식(옥),철근콘크리트조,,Y
MU422021223330,속초소방서,영랑119안전센터,나폴리아,일반음식점,20211202095517,20211202,095517,2021,12,02,,20211112,20211202,,강원도 속초시 장사동 ,중앙로,,석고.콘크리트.타일.유리,1372.0,방염도료,22.0,지하1/지상2,,양식(옥),철골철근콘크리트조,,Y
MU422021222790,속초소방서,노학119안전센터,ALO1993,일반음식점,20211202095632,20211202,095632,2021,12,02,,20211112,20211202,,강원도 속초시 금호동 ,중앙로,,텍스.석고.콘크리트.타일.유리,764.0,필름.도료,95.0,지하2/지상7,,양식(옥),철근콘크리트조,,Y
MU482021383532,진주소방서,평거119안전센터,프리스콜레,일반음식점,20211202100350,20211202,100350,2021,12,02,근린생활시설,20211109,20211202,,경상남도 진주시 평거동 ,진양호로28번길,,석고보드.유리.콘크리트.SMC,375.0,합판.MDF,47.0,0/5,,양식(옥),철근콘크리트조,,Y
MU462021165158,여수소방서,돌산119안전센터,녹원숯불갈비 2호점,일반음식점,20211202103355,20211202,103355,2021,12,02,,20211112,20211202,,전라남도 여수시 돌산읍 군내리,돌산로,,철판. 석고. 유리. 방화석고보드,465.0,,,1/2,,양식(옥),철근콘크리트조,,Y
MU462021165143,목포소방서,호남119안전센터,위드커피,일반음식점,20211126102038,20211126,102038,2021,11,26,근린생활시설,20210706,20211125,,전라남도 목포시 죽교동 ,노적봉길42번길,,타일. 몰탈. 유리,307.0,방염필름(문틀 등),36.0,0/2,,양식(옥),철근콘크리트조,,Y
MU262021259805,북부소방서,만덕119안전센터,노을라이브,일반음식점,20211126103509,20211126,103509,2021,11,26,근린생활시설,20211115,20211123,,부산광역시 북구 만덕동 ,만덕3로,,타일.콘크리트.석고보드,363.0,합판. MDF(방염필름),18.0,1/4,,양식(옥),철근콘크리트조,,Y
MU412021930433,의정부소방서,양주119안전센터,신여성병원 부설 레디산후조리원,산후조리원,20211126110853,20211126,110853,2021,11,26,근린생활시설,20210706,20211126,,경기도 의정부시 의정부동 ,신흥로239번길,신여성사후관리센터,철근콘크리트. 유리. 타일. 벽돌. 방화석고,3207.0,,,1/5,,양식(옥),철근콘크리트조,,Y
MU442021266857,계룡소방서,엄사119안전센터,씨에르보,휴게음식점,20211202104336,20211202,104336,2021,12,02,복합건축물,20211118,20211129,,충청남도 계룡시 두마면 두계리,사계로9길,,석고보드. 콘크리트,408.0,목재(방염도료),52.0,지하0/지상3,씨에르보 건물 - 1동동,양식(옥),철근콘크리트조,,Y
MU312021143540,온산소방서,온양119안전센터,그릿비,휴게음식점,20211202112451,20211202,112451,2021,12,02,근린생활시설,20200716,20211202,,울산광역시 울주군 서생면 신암리,,,콘크리트. 유리,1695.0,,,3,,양식(옥),철근콘크리트조,,Y
MU412021930526,김포소방서,중앙119안전센터,블레스콘,휴게음식점,20211202132519,20211202,132519,2021,12,02,복합건축물,20211108,20211202,,경기도 김포시 사우동 ,돌문로86번길,,콘크리트.유리.타일.석고.불연석고,898.0,방염필름,55.0,1/5,,양식(옥),철근콘크리트조,,Y
MU292021171416,동부소방서,대인119안전센터,KJ홀덤펍,일반음식점,20211202135842,20211202,135842,2021,12,02,근린생활시설,20211125,20211202,,광주광역시 동구 대인동 ,구성로,,콘크리트. 유리. 타일. 철망,339.0,,,1/7,,양식(옥),철근콘크리트조,,Y
MU482021383529,거제소방서,신현119안전센터,롤링핀,휴게음식점,20211202140959,20211202,140959,2021,12,02,근린생활시설,20211118,20211202,,경상남도 거제시 고현동 ,계룡로9길,,석고보드. 타일,515.0,도료,22.0,0/2,,양식(옥),철근콘크리트조,,Y
MU482021383530,거제소방서,신현119안전센터,레드브릭스,일반음식점,20211202141007,20211202,141007,2021,12,02,근린생활시설,20211118,20211202,,경상남도 거제시 고현동 ,계룡로9길,,석고보드. 타일,224.0,합판,65.0,0/2,,양식(옥),철근콘크리트조,,Y
